task_id,trial_id,model,prompt_hash,taxonomy_version,success,stage,error_type,signature,returncode,gen_elapsed_sec,elapsed_sec,context_used,context_num_files,repo_context_preview,format_used,format_ok,format_reason,patch_lines_added,patch_lines_removed,files_changed,timestamp,seed
django__django-11039,0,Qwen/Qwen2.5-Coder-7B-Instruct,36f65c6f05c2ab1e3d726d363604ea5bc6308f730aa25c7c9fe40ba6bc80a0b7,B-v2-step2-2,False,PATCH,PATCH_FAIL,git_apply_corrupt_patch,128,4.30070424079895,0.5226774215698242,True,80,"Existing files (choose from these):
setup.py
docs/conf.py
tests/urls.py
tests/runtests.py
django/__init__.py
django/__main__.py
django/db/utils.py
tests/apps/apps.py
tests/i18n/urls.py
tests/str/tests.py
tests/wsgi/urls.py
tests/wsgi/wsgi.py
django/core/wsgi.py
django/shortcuts.py
django/test/html.py
django/urls/base.py
django/urls/conf.py
django/utils/_os.py
django/utils/log.py
tests/apps/tests.py
... (+60 more)",True,True,git_apply_corrupt_patch:error: corrupt patch at line 37,11,0,2,2026-02-17T09:55:08.993335,42
django__django-11049,0,Qwen/Qwen2.5-Coder-7B-Instruct,07a2a5993d857ae63da2e22d96b4c4f356bd77fcd3d372c1e8e49b5ac23f6165,B-v2-step2-2,False,PATCH,PATCH_FAIL,git_apply_path_missing,1,5.367173194885254,0.47577953338623047,True,80,"Existing files (choose from these):
setup.py
docs/conf.py
tests/urls.py
tests/runtests.py
django/__init__.py
django/__main__.py
django/db/utils.py
tests/apps/apps.py
tests/i18n/urls.py
tests/str/tests.py
tests/wsgi/urls.py
tests/wsgi/wsgi.py
django/core/wsgi.py
django/shortcuts.py
django/test/html.py
django/urls/base.py
django/urls/conf.py
django/utils/_os.py
django/utils/log.py
tests/apps/tests.py
... (+60 more)",True,True,git_apply_path_missing:error: patch failed: django/forms/fields.py:1234,2,2,2,2026-02-17T09:55:18.054526,42
django__django-11099,0,Qwen/Qwen2.5-Coder-7B-Instruct,f5b99562de014ce20827aee89e5528a00a02e8affeb1a141015efea7a7ec2a83,B-v2-step2-2,False,PATCH,PATCH_FAIL,git_apply_corrupt_patch,128,1.5501227378845215,0.7032263278961182,True,80,"Existing files (choose from these):
setup.py
docs/conf.py
tests/urls.py
tests/runtests.py
django/__init__.py
django/__main__.py
django/db/utils.py
tests/apps/apps.py
tests/i18n/urls.py
tests/str/tests.py
tests/wsgi/urls.py
tests/wsgi/wsgi.py
django/core/wsgi.py
django/shortcuts.py
django/test/html.py
django/urls/base.py
django/urls/conf.py
django/utils/_os.py
django/utils/log.py
tests/apps/tests.py
... (+60 more)",True,True,git_apply_corrupt_patch:error: corrupt patch at line 13,1,1,1,2026-02-17T09:55:29.230597,42
django__django-11133,0,Qwen/Qwen2.5-Coder-7B-Instruct,35a73f880459029f656df5590a037e2d6bb39aa337ac8af97aef2fa11628ebb4,B-v2-step2-2,False,PATCH,PATCH_FAIL,git_apply_corrupt_patch,128,2.347707986831665,0.4921119213104248,True,80,"Existing files (choose from these):
setup.py
docs/conf.py
tests/urls.py
tests/runtests.py
django/__init__.py
django/__main__.py
django/db/utils.py
tests/apps/apps.py
tests/i18n/urls.py
tests/str/tests.py
tests/wsgi/urls.py
tests/wsgi/wsgi.py
django/core/wsgi.py
django/shortcuts.py
django/test/html.py
django/urls/base.py
django/urls/conf.py
django/utils/_os.py
django/utils/log.py
tests/apps/tests.py
... (+60 more)",True,True,git_apply_corrupt_patch:error: corrupt patch at line 23,5,0,1,2026-02-17T09:55:32.962889,42
django__django-11179,0,Qwen/Qwen2.5-Coder-7B-Instruct,968e6d6a39031377726995878085a63edaf81a73f7ddd5fc8ee76fe03c91f2c4,B-v2-step2-2,False,PATCH,PATCH_FAIL,git_apply_corrupt_patch,128,1.7216753959655762,0.5236141681671143,True,80,"Existing files (choose from these):
setup.py
docs/conf.py
tests/urls.py
tests/runtests.py
django/__init__.py
django/__main__.py
django/db/utils.py
tests/apps/apps.py
tests/i18n/urls.py
tests/str/tests.py
tests/wsgi/urls.py
tests/wsgi/wsgi.py
django/core/wsgi.py
django/shortcuts.py
django/test/html.py
django/urls/base.py
django/urls/conf.py
django/utils/_os.py
django/utils/log.py
tests/apps/tests.py
... (+60 more)",True,True,git_apply_corrupt_patch:error: corrupt patch at line 17,2,0,2,2026-02-17T09:55:38.085895,42
django__django-11283,0,Qwen/Qwen2.5-Coder-7B-Instruct,9b5b2b4db3235421040f7f03148d8844cb6b0e8077918c68aad0e230e497f4c4,B-v2-step2-2,False,PATCH,PATCH_FAIL,git_apply_corrupt_patch,128,1.6657626628875732,0.5316216945648193,True,80,"Existing files (choose from these):
setup.py
docs/conf.py
tests/urls.py
tests/runtests.py
django/__init__.py
django/__main__.py
django/db/utils.py
tests/apps/apps.py
tests/i18n/urls.py
tests/str/tests.py
tests/wsgi/urls.py
tests/wsgi/wsgi.py
django/core/wsgi.py
django/shortcuts.py
django/test/html.py
django/urls/base.py
django/urls/conf.py
django/utils/_os.py
django/utils/log.py
tests/apps/tests.py
... (+60 more)",True,True,git_apply_corrupt_patch:error: corrupt patch at line 13,1,1,1,2026-02-17T09:55:42.646021,42
django__django-11422,0,Qwen/Qwen2.5-Coder-7B-Instruct,1fea7dd4836c21e8bf0c6d43a8f55e1ad89ad26a028189bca8a466e9f3c10b5d,B-v2-step2-2,False,PATCH,PATCH_FAIL,git_apply_corrupt_patch,128,1.5123741626739502,0.5198190212249756,True,80,"Existing files (choose from these):
setup.py
docs/conf.py
tests/urls.py
tests/runtests.py
django/__init__.py
django/__main__.py
django/db/utils.py
tests/apps/apps.py
tests/i18n/urls.py
tests/str/tests.py
tests/wsgi/urls.py
tests/wsgi/wsgi.py
django/core/wsgi.py
django/shortcuts.py
django/test/html.py
django/urls/base.py
django/urls/conf.py
django/utils/_os.py
django/utils/log.py
tests/apps/tests.py
... (+60 more)",True,True,git_apply_corrupt_patch:error: corrupt patch at line 12,1,0,1,2026-02-17T09:55:46.442071,42
django__django-11564,0,Qwen/Qwen2.5-Coder-7B-Instruct,5a38a7d81481005c25da2b70bf543ac445ec62c5de671dd0116b44357f86cfe3,B-v2-step2-2,False,PATCH,PATCH_FAIL,git_apply_corrupt_patch,128,4.7122721672058105,0.5426723957061768,True,80,"Existing files (choose from these):
setup.py
docs/conf.py
tests/urls.py
tests/runtests.py
django/__init__.py
django/__main__.py
django/db/utils.py
tests/apps/apps.py
tests/i18n/urls.py
tests/str/tests.py
tests/wsgi/urls.py
tests/wsgi/wsgi.py
django/core/wsgi.py
django/shortcuts.py
django/test/html.py
django/urls/base.py
django/urls/conf.py
django/utils/_os.py
django/utils/log.py
tests/apps/tests.py
... (+60 more)",True,True,git_apply_corrupt_patch:error: corrupt patch at line 46,10,0,2,2026-02-17T09:55:49.913869,42
django__django-11583,0,Qwen/Qwen2.5-Coder-7B-Instruct,b3b52e5adab2655d4bdefd4302027cd43ba62bce872415f2f10d8074feace85c,B-v2-step2-2,False,GEN,GEN_FAIL,invalid_diff_format,,4.365342617034912,4.365342617034912,True,80,"Existing files (choose from these):
setup.py
docs/conf.py
tests/urls.py
tests/runtests.py
django/__init__.py
django/__main__.py
django/db/utils.py
tests/apps/apps.py
tests/asgi/urls.py
tests/i18n/urls.py
tests/str/tests.py
tests/wsgi/urls.py
tests/wsgi/wsgi.py
django/core/asgi.py
django/core/wsgi.py
django/shortcuts.py
django/test/html.py
django/urls/base.py
django/urls/conf.py
django/utils/_os.py
... (+60 more)",True,False,"formatter_exception: Error code: 400 - {'error': {'message': ""'max_tokens' or 'max_completion_tokens' is too large: 2048. This model's maximum context length is 4096 tokens and your request has 2129 input tokens (2048 > 4096 - 2129). None"", 'type': 'BadRequestError', 'param': None, 'code': 400}}",0,0,0,2026-02-17T09:55:59.764093,42
django__django-11620,0,Qwen/Qwen2.5-Coder-7B-Instruct,47b37678c134ce3c89b8141699953c4dcbfbabf91c2d4b53ca12c1eaa8a10243,B-v2-step2-2,False,PATCH,PATCH_FAIL,git_apply_corrupt_patch,128,1.6009681224822998,0.5551578998565674,True,80,"Existing files (choose from these):
setup.py
docs/conf.py
tests/urls.py
tests/runtests.py
django/__init__.py
django/__main__.py
django/db/utils.py
tests/apps/apps.py
tests/asgi/urls.py
tests/i18n/urls.py
tests/str/tests.py
tests/wsgi/urls.py
tests/wsgi/wsgi.py
django/core/asgi.py
django/core/wsgi.py
django/shortcuts.py
django/test/html.py
django/urls/base.py
django/urls/conf.py
django/utils/_os.py
... (+60 more)",True,True,git_apply_corrupt_patch:error: corrupt patch at line 13,1,1,1,2026-02-17T09:56:04.140461,42
django__django-11630,0,Qwen/Qwen2.5-Coder-7B-Instruct,bb64b4bcd28ae044278f3b117b6d76558cc8749028756c1b430cb978d87d73a0,B-v2-step2-2,False,PATCH,PATCH_FAIL,git_apply_corrupt_patch,128,1.0013179779052734,0.5096144676208496,True,80,"Existing files (choose from these):
setup.py
docs/conf.py
tests/urls.py
tests/runtests.py
django/__init__.py
django/__main__.py
django/db/utils.py
tests/apps/apps.py
tests/asgi/urls.py
tests/i18n/urls.py
tests/str/tests.py
tests/wsgi/urls.py
tests/wsgi/wsgi.py
django/core/asgi.py
django/core/wsgi.py
django/shortcuts.py
django/test/html.py
django/urls/base.py
django/urls/conf.py
django/utils/_os.py
... (+60 more)",True,True,git_apply_corrupt_patch:error: corrupt patch at line 9,1,0,1,2026-02-17T09:56:07.824231,42
django__django-11742,0,Qwen/Qwen2.5-Coder-7B-Instruct,e010e253ab859a28dac6599d87141f8b56b4a0e31a59a069a4755e775f83e1d1,B-v2-step2-2,False,PATCH,PATCH_FAIL,git_apply_corrupt_patch,128,1.879767656326294,0.5174307823181152,True,80,"Existing files (choose from these):
setup.py
docs/conf.py
tests/urls.py
tests/runtests.py
django/__init__.py
django/__main__.py
django/db/utils.py
tests/apps/apps.py
tests/asgi/urls.py
tests/i18n/urls.py
tests/str/tests.py
tests/wsgi/urls.py
tests/wsgi/wsgi.py
django/core/asgi.py
django/core/wsgi.py
django/shortcuts.py
django/test/html.py
django/urls/base.py
django/urls/conf.py
django/utils/_os.py
... (+60 more)",True,True,git_apply_corrupt_patch:error: corrupt patch at line 16,5,0,1,2026-02-17T09:56:10.233949,42
django__django-11797,0,Qwen/Qwen2.5-Coder-7B-Instruct,f13abd95866fb30e79a986507c3ffd429d98bac1467a8e811f6f798232298298,B-v2-step2-2,False,PATCH,PATCH_FAIL,git_apply_corrupt_patch,128,3.5495951175689697,0.502824068069458,True,80,"Existing files (choose from these):
setup.py
docs/conf.py
tests/urls.py
tests/runtests.py
django/__init__.py
django/__main__.py
django/db/utils.py
tests/apps/apps.py
tests/asgi/urls.py
tests/i18n/urls.py
tests/str/tests.py
tests/wsgi/urls.py
tests/wsgi/wsgi.py
django/core/asgi.py
django/core/wsgi.py
django/shortcuts.py
django/test/html.py
django/urls/base.py
django/urls/conf.py
django/utils/_os.py
... (+60 more)",True,True,git_apply_corrupt_patch:error: corrupt patch at line 26,2,2,2,2026-02-17T09:56:14.448294,42
django__django-11815,0,Qwen/Qwen2.5-Coder-7B-Instruct,bcbb574654e1da7500fc40c1f41856f03f3b47b57b0ad6e3ea6cc2d6a232a7ec,B-v2-step2-2,False,PATCH,PATCH_FAIL,git_apply_corrupt_patch,128,1.8226618766784668,0.5043461322784424,True,80,"Existing files (choose from these):
setup.py
docs/conf.py
tests/urls.py
tests/runtests.py
django/__init__.py
django/__main__.py
django/db/utils.py
tests/apps/apps.py
tests/asgi/urls.py
tests/i18n/urls.py
tests/str/tests.py
tests/wsgi/urls.py
tests/wsgi/wsgi.py
django/core/asgi.py
django/core/wsgi.py
django/shortcuts.py
django/test/html.py
django/urls/base.py
django/urls/conf.py
django/utils/_os.py
... (+60 more)",True,True,git_apply_corrupt_patch:error: corrupt patch at line 20,2,2,1,2026-02-17T09:56:21.972864,42
django__django-11848,0,Qwen/Qwen2.5-Coder-7B-Instruct,c1c20a5b301e50140da7f40f6bd3e44d99b12cc87949b93f2d9793cc9cb28b39,B-v2-step2-2,False,PATCH,PATCH_FAIL,git_apply_corrupt_patch,128,3.3857688903808594,0.4823029041290283,True,80,"Existing files (choose from these):
setup.py
docs/conf.py
tests/urls.py
tests/runtests.py
django/__init__.py
django/__main__.py
django/db/utils.py
tests/apps/apps.py
tests/asgi/urls.py
tests/i18n/urls.py
tests/str/tests.py
tests/wsgi/urls.py
tests/wsgi/wsgi.py
django/core/asgi.py
django/core/wsgi.py
django/shortcuts.py
django/test/html.py
django/urls/base.py
django/urls/conf.py
django/utils/_os.py
... (+60 more)",True,True,git_apply_corrupt_patch:error: corrupt patch at line 21,2,2,2,2026-02-17T09:56:26.044284,42
django__django-11905,0,Qwen/Qwen2.5-Coder-7B-Instruct,1727a229644e34af03954dce91e39bb9e56d253f9b06f45481d944e8b455adcc,B-v2-step2-2,False,PATCH,PATCH_FAIL,git_apply_corrupt_patch,128,4.597638368606567,0.6140923500061035,True,80,"Existing files (choose from these):
setup.py
docs/conf.py
tests/urls.py
tests/runtests.py
django/__init__.py
django/__main__.py
django/db/utils.py
tests/apps/apps.py
tests/asgi/urls.py
tests/i18n/urls.py
tests/str/tests.py
tests/wsgi/urls.py
tests/wsgi/wsgi.py
django/core/asgi.py
django/core/wsgi.py
django/shortcuts.py
django/test/html.py
django/urls/base.py
django/urls/conf.py
django/utils/_os.py
... (+60 more)",True,True,git_apply_corrupt_patch:error: corrupt patch at line 50,14,0,2,2026-02-17T09:56:36.543320,42
django__django-11910,0,Qwen/Qwen2.5-Coder-7B-Instruct,eff2bdc904ab5b1165b8563afecfdda46c123950ddc560ce60c2ea6423982065,B-v2-step2-2,False,PATCH,PATCH_FAIL,git_apply_path_missing,1,1.7210752964019775,0.6184899806976318,True,80,"Existing files (choose from these):
setup.py
docs/conf.py
tests/urls.py
tests/runtests.py
django/__init__.py
django/__main__.py
django/db/utils.py
tests/apps/apps.py
tests/asgi/urls.py
tests/i18n/urls.py
tests/str/tests.py
tests/wsgi/urls.py
tests/wsgi/wsgi.py
django/core/asgi.py
django/core/wsgi.py
django/shortcuts.py
django/test/html.py
django/urls/base.py
django/urls/conf.py
django/utils/_os.py
... (+60 more)",True,True,git_apply_corrupt_patch:error: corrupt patch at line 10,6,6,1,2026-02-17T09:56:46.425566,42
django__django-11964,0,Qwen/Qwen2.5-Coder-7B-Instruct,fd6c1e34f9ad4917dc360ed2cba3420025aed2e9335cd51841a3e40f333f9a64,B-v2-step2-2,False,PATCH,PATCH_FAIL,git_apply_corrupt_patch,128,2.4208405017852783,0.4935770034790039,True,80,"Existing files (choose from these):
setup.py
docs/conf.py
tests/urls.py
tests/runtests.py
django/__init__.py
django/__main__.py
django/db/utils.py
tests/apps/apps.py
tests/asgi/urls.py
tests/i18n/urls.py
tests/str/tests.py
tests/wsgi/urls.py
tests/wsgi/wsgi.py
django/core/asgi.py
django/core/wsgi.py
django/shortcuts.py
django/test/html.py
django/urls/base.py
django/urls/conf.py
django/utils/_os.py
... (+60 more)",True,True,git_apply_corrupt_patch:error: corrupt patch at line 20,2,2,1,2026-02-17T09:56:52.029544,42
django__django-11999,0,Qwen/Qwen2.5-Coder-7B-Instruct,2bc03e251bb5eb30cf5e3c20ccbb26f2fe397fb9ec2e2c90c2c6f9b8af67c384,B-v2-step2-2,False,PATCH,PATCH_FAIL,git_apply_corrupt_patch,128,1.5671923160552979,0.49825406074523926,True,80,"Existing files (choose from these):
setup.py
docs/conf.py
tests/urls.py
tests/runtests.py
django/__init__.py
django/__main__.py
django/db/utils.py
tests/apps/apps.py
tests/asgi/urls.py
tests/i18n/urls.py
tests/str/tests.py
tests/wsgi/urls.py
tests/wsgi/wsgi.py
django/core/asgi.py
django/core/wsgi.py
django/shortcuts.py
django/test/html.py
django/urls/base.py
django/urls/conf.py
django/utils/_os.py
... (+60 more)",True,True,git_apply_corrupt_patch:error: corrupt patch at line 13,2,0,1,2026-02-17T09:56:57.293512,42
django__django-12113,0,Qwen/Qwen2.5-Coder-7B-Instruct,4696228dc3f09e318debbb578b71096537e4af59c50e66ce833417f0127216bd,B-v2-step2-2,False,PATCH,PATCH_FAIL,git_apply_corrupt_patch,128,1.7346625328063965,0.5146889686584473,True,80,"Existing files (choose from these):
setup.py
docs/conf.py
tests/urls.py
tests/runtests.py
django/__init__.py
django/__main__.py
django/db/utils.py
tests/apps/apps.py
tests/asgi/urls.py
tests/i18n/urls.py
tests/str/tests.py
tests/wsgi/urls.py
tests/wsgi/wsgi.py
django/core/asgi.py
django/core/wsgi.py
django/shortcuts.py
django/test/html.py
django/urls/base.py
django/urls/conf.py
django/utils/_os.py
... (+60 more)",True,True,git_apply_corrupt_patch:error: corrupt patch at line 19,6,0,1,2026-02-17T09:57:00.908119,42
django__django-12125,0,Qwen/Qwen2.5-Coder-7B-Instruct,f0b849a95dd3a364068864578f490f062ae6ec43b1f5cc7d1edfc9834fabd468,B-v2-step2-2,False,PATCH,PATCH_FAIL,git_apply_corrupt_patch,128,5.765491724014282,0.49941396713256836,True,80,"Existing files (choose from these):
setup.py
docs/conf.py
tests/urls.py
tests/runtests.py
django/__init__.py
django/__main__.py
django/db/utils.py
tests/apps/apps.py
tests/asgi/urls.py
tests/i18n/urls.py
tests/str/tests.py
tests/wsgi/urls.py
tests/wsgi/wsgi.py
django/core/asgi.py
django/core/wsgi.py
django/shortcuts.py
django/test/html.py
django/urls/base.py
django/urls/conf.py
django/utils/_os.py
... (+60 more)",True,True,git_apply_corrupt_patch:error: corrupt patch at line 60,6,4,2,2026-02-17T09:57:04.825075,42
django__django-12184,0,Qwen/Qwen2.5-Coder-7B-Instruct,d6a1e849a4e441c9eb7bce39015c60847933af101f90ff9068d1e8ea48e294a9,B-v2-step2-2,False,PATCH,PATCH_FAIL,git_apply_corrupt_patch,128,3.344869613647461,0.5230162143707275,True,80,"Existing files (choose from these):
setup.py
docs/conf.py
tests/urls.py
tests/runtests.py
django/__init__.py
django/__main__.py
django/db/utils.py
tests/apps/apps.py
tests/asgi/urls.py
tests/i18n/urls.py
tests/str/tests.py
tests/wsgi/urls.py
tests/wsgi/wsgi.py
django/core/asgi.py
django/core/wsgi.py
django/shortcuts.py
django/test/html.py
django/urls/base.py
django/urls/conf.py
django/utils/_os.py
... (+60 more)",True,True,git_apply_corrupt_patch:error: corrupt patch at line 26,2,2,2,2026-02-17T09:57:16.799402,42
django__django-12284,0,Qwen/Qwen2.5-Coder-7B-Instruct,70658c23a5749123bacce0a3e481f7d3d2d9b1786295e0e8dc79bea6527459fb,B-v2-step2-2,False,PATCH,PATCH_FAIL,git_apply_corrupt_patch,128,1.7194406986236572,0.5877547264099121,True,80,"Existing files (choose from these):
setup.py
docs/conf.py
tests/urls.py
tests/runtests.py
django/__init__.py
django/__main__.py
django/db/utils.py
tests/apps/apps.py
tests/asgi/urls.py
tests/i18n/urls.py
tests/str/tests.py
tests/wsgi/urls.py
tests/wsgi/wsgi.py
django/core/asgi.py
django/core/wsgi.py
django/shortcuts.py
django/test/html.py
django/urls/base.py
django/urls/conf.py
django/utils/_os.py
... (+60 more)",True,True,git_apply_corrupt_patch:error: corrupt patch at line 13,1,1,1,2026-02-17T09:57:23.927428,42
